IATA,IACO,name,city,province,state,country,wiki,lat,lng
HUF,KHUF,Terre Haute International Airport (Hulman Field),Terre Haute,, Indiana, United States,http://en.wikipedia.org/wiki/Terre_Haute_International_Airport#,39.4633,-87.3125
FLW,LPFL,Flores Airport,Flores Island,, Azores, Portugal,http://en.wikipedia.org/wiki/Flores_Airport#,39.458,-31.1321
ACY,KACY,Atlantic City International Airport,Atlantic City,, New Jersey, United States,http://en.wikipedia.org/wiki/Atlantic_City_International_Airport#,39.4576,-74.5772
HNA,RJSI,Hanamaki Airport,Morioka,, Honsh?, Japan,http://en.wikipedia.org/wiki/Hanamaki_Airport#,39.4286,141.1353
ILN,KILN,Airborne Airpark,Wilmington,, Ohio, United States,http://en.wikipedia.org/wiki/Airborne_Airpark#,39.4279,-83.7921
FDK,KFDK,Frederick Municipal Airport,Frederick,, Maryland, United States,http://en.wikipedia.org/wiki/Frederick_Municipal_Airport_%28Maryland%29#,39.4178,-77.3744
NFL,KNFL,NAS Fallon (Van Voorhis Field),Fallon,, Nevada, United States,http://en.wikipedia.org/wiki/Naval_Air_Station_Fallon#,39.4166,-118.701
MRB,KMRB,Eastern WV Regional Airport (Shepherd Field),Martinsburg,, West Virginia, United States,http://en.wikipedia.org/wiki/Eastern_WV_Regional_Airport#,39.4019,-77.9844
HLC,KHLC,Hill City Municipal Airport,Hill City,, Kansas, United States,http://en.wikipedia.org/wiki/Hill_City_Municipal_Airport#,39.3789,-99.8314
GLD,KGLD,Goodland Municipal Airport (Renner Field),Goodland,, Kansas, United States,http://en.wikipedia.org/wiki/Goodland_Municipal_Airport#,39.3706,-101.6989
FLV,KFLV,Sherman Army Airfield,Fort Leavenworth,, Kansas, United States,http://en.wikipedia.org/wiki/Sherman_Army_Airfield#,39.3683,-94.915
MIV,KMIV,Millville Municipal Airport,Millville,, New Jersey, United States,http://en.wikipedia.org/wiki/Millville_Municipal_Airport#,39.3678,-75.0722
DCI,LIED,Rafsu Decimomannu Airport,Sardinia,,, Italy,http://en.wikipedia.org/w/index.php?title=Rafsu_Decimomannu_Airport&action=edit&redlink=1#,39.3547,8.9728
PKB,KPKB,Mid-Ohio Valley Regional Airport,Parkersburg,, West Virginia, United States,http://en.wikipedia.org/wiki/Mid-Ohio_Valley_Regional_Airport#,39.3451,-81.4392
MTN,KMTN,Martin State Airport,Baltimore,, Maryland, United States,http://en.wikipedia.org/wiki/Martin_State_Airport#,39.3256,-76.4139
TKF,KTRK,Truckee-Tahoe Airport (FAA: TRK),Truckee,, California, United States,http://en.wikipedia.org/wiki/Truckee-Tahoe_Airport#,39.32,-120.1396
ELY,KELY,Ely Airport,Ely,, Nevada, United States,http://en.wikipedia.org/wiki/Ely_Airport#,39.2997,-114.8418
MCI,KMCI,Kansas City International Airport,Kansas City,, Missouri, United States,http://en.wikipedia.org/wiki/Kansas_City_International_Airport#,39.2976,-94.7139
CKB,KCKB,North Central West Virginia Airport,Clarksburg,, West Virginia, United States,http://en.wikipedia.org/wiki/North_Central_West_Virginia_Airport#,39.2966,-80.2281
LIC,KLIC,Limon Municipal Airport,Limon,, Colorado, United States,http://en.wikipedia.org/w/index.php?title=Limon_Municipal_Airport&action=edit&redlink=1#,39.2728,-103.6664
CLU,KBAK,Columbus Municipal Airport (FAA: BAK),Columbus,, Indiana, United States,http://en.wikipedia.org/wiki/Columbus_Municipal_Airport_%28Indiana%29#,39.2617,-85.8967
CAG,LIEE,Cagliari Airport,Cagliari,,, Italy,http://en.wikipedia.org/wiki/Cagliari_Airport#,39.2472,9.0564
FNJ,ZKPY,Pyongyang Sunan International Airport,Pyongyang,,, North Korea,http://en.wikipedia.org/wiki/Pyongyang_Sunan_International_Airport#,39.2436,125.6758
ASE,KASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,, Colorado, United States,http://en.wikipedia.org/wiki/Aspen-Pitkin_County_Airport#,39.2232,-106.8688
LXV,KLXV,Lake County Airport,Leadville,, Colorado, United States,http://en.wikipedia.org/wiki/Lake_County_Airport_%28Colorado%29#,39.2203,-106.3167
VOL,LGBL,International Airport of Central Greece,Volos,,, Greece,http://en.wikipedia.org/wiki/International_Airport_of_Central_Greece#,39.2194,22.7944
JSI,LGSK,Skiathos Island National Airport,Skiathos Island,,, Greece,http://en.wikipedia.org/wiki/Skiathos_Island_National_Airport#,39.1783,23.5042
BWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport,between Baltimore, Maryland and Washington, D.C., United States,http://en.wikipedia.org/wiki/Baltimore%E2%80%93Washington_International_Airport#,39.1754,-76.6683
MHK,KMHK,Manhattan Regional Airport,Manhattan,, Kansas, United States,http://en.wikipedia.org/wiki/Manhattan_Regional_Airport#,39.1412,-96.6708
BAB,KBAB,Beale Air Force Base,Marysville,, California, United States,http://en.wikipedia.org/wiki/Beale_Air_Force_Base#,39.1362,-121.4365
DOV,KDOV,Dover Air Force Base,Dover,, Delaware, United States,http://en.wikipedia.org/wiki/Dover_Air_Force_Base#,39.1295,-75.4659
UKI,KUKI,Ukiah Municipal Airport,Ukiah,, California, United States,http://en.wikipedia.org/wiki/Ukiah_Municipal_Airport#,39.126,-123.2009
TSN,ZBTJ,Tianjin Binhai International Airport,Tianjin,,, China,http://en.wikipedia.org/wiki/Tianjin_Binhai_International_Airport#,39.125,117.3489
MKC,KMKC,Kansas City Downtown Airport (Charles B. Wheeler Downtown Airport),Kansas City,, Missouri, United States,http://en.wikipedia.org/wiki/Kansas_City_Downtown_Airport#,39.1232,-94.5927
GJT,KGJT,Grand Junction Regional Airport (Walker Field),Grand Junction,, Colorado, United States,http://en.wikipedia.org/wiki/Grand_Junction_Regional_Airport#,39.1224,-108.5267
KZR,LTBZ,Zafer Airport,Kütahya,,, Turkey,http://en.wikipedia.org/wiki/Zafer_Airport#,39.1114,30.13
LUK,KLUK,Cincinnati Municipal Airport (Lunken Field),Cincinnati,, Ohio, United States,http://en.wikipedia.org/wiki/Cincinnati_Municipal_Airport#,39.1033,-84.4186
MYV,KMYV,Yuba County Airport,Marysville,, California, United States,http://en.wikipedia.org/wiki/Yuba_County_Airport#,39.0983,-121.57
GRW,LPGR,Graciosa Island Airport,Graciosa Island,, Azores, Portugal,http://en.wikipedia.org/wiki/Graciosa_Island_Airport#,39.0922,-28.0298
CRZ,UTAV,Turkmenabat Airport,Türkmenabat,,, Turkmenistan,http://en.wikipedia.org/wiki/Turkmenabat_Airport#,39.0833,63.6133
TOP,KTOP,Philip Billard Municipal Airport,Topeka,, Kansas, United States,http://en.wikipedia.org/wiki/Philip_Billard_Municipal_Airport#,39.0687,-95.6225
MJT,LGMT,Mytilene International Airport,Mytilene,, Lesbos Island, Greece,http://en.wikipedia.org/wiki/Mytilene_International_Airport#,39.0578,26.5986
CVG,KCVG,Cincinnati/Northern Kentucky International Airport,Hebron,, Kentucky (near Cincinnati), United States,http://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport#,39.0488,-84.6678
CRV,LIBC,Crotone Airport,Crotone,,, Italy,http://en.wikipedia.org/wiki/Crotone_Airport#,38.9978,17.0797
SKU,LGSY,Skyros Island National Airport,Skyros,,, Greece,http://en.wikipedia.org/wiki/Skyros_Island_National_Airport#,38.9683,24.4881
DLC,ZYTL,Dalian Zhoushuizi International Airport,Dalian,, Liaoning, China,http://en.wikipedia.org/wiki/Dalian_Zhoushuizi_International_Airport#,38.96,121.53
FOE,KFOE,Forbes Field,Topeka,, Kansas, United States,http://en.wikipedia.org/wiki/Forbes_Field_%28airport%29#,38.9509,-95.6636
IAD,KIAD,Washington Dulles International Airport,Washington,, D.C. / Virginia, United States,http://en.wikipedia.org/wiki/Washington_Dulles_International_Airport#,38.9445,-77.4558
PVK,LGPZ,Aktion Airport,Preveza,,, Greece,http://en.wikipedia.org/wiki/Aktion_Airport#,38.9261,20.7667
SUF,LICA,Lamezia Terme International Airport,Lamezia Terme,,, Italy,http://en.wikipedia.org/wiki/Lamezia_Terme_International_Airport#,38.9083,16.2417
TVL,KTVL,Lake Tahoe Airport,South Lake Tahoe,, California, United States,http://en.wikipedia.org/wiki/Lake_Tahoe_Airport#,38.8939,-119.9953
BJZ,LEBZ,Badajoz Airport (Talavera la Real Air Base),Badajoz,,, Spain,http://en.wikipedia.org/wiki/Badajoz_Airport#,38.8912,-6.8213
EKN,KEKN,Elkins-Randolph Co.-Jennings Randolph Field,Elkins,, West Virginia, United States,http://en.wikipedia.org/w/index.php?title=Elkins-Randolph_Co.-Jennings_Randolph_Field&action=edit&redlink=1#,38.89,-79.8567
ALN,KALN,St. Louis Regional Airport,Alton,, Illinois, United States,http://en.wikipedia.org/wiki/St._Louis_Regional_Airport#,38.89,-90.0467
IBZ,LEIB,Ibiza Airport,Ibiza,,, Spain,http://en.wikipedia.org/wiki/Ibiza_Airport#,38.8729,1.3731
RSL,KRSL,Russell Municipal Airport,Russell,, Kansas, United States,http://en.wikipedia.org/w/index.php?title=Russell_Municipal_Airport&action=edit&redlink=1#,38.8721,-98.8118
CQM,LERL,Ciudad Real Central Airport,Ciudad Real,,, Spain,http://en.wikipedia.org/wiki/Ciudad_Real_Central_Airport#,38.8564,-3.97
DCA,KDCA,Ronald Reagan Washington National Airport,Arlington County, Virginia (near Washington, D.C.), United States,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport#,38.8521,-77.0377
HYS,KHYS,Hays Regional Airport,Hays,, Kansas, United States,http://en.wikipedia.org/wiki/Hays_Regional_Airport#,38.8422,-99.2732
COU,KCOU,Columbia Regional Airport,Columbia,, Missouri, United States,http://en.wikipedia.org/wiki/Columbia_Regional_Airport#,38.8183,-92.22
SYO,RJSY,Shonai Airport,Yamagata,,, Japan,http://en.wikipedia.org/wiki/Shonai_Airport#,38.8123,139.7872
ADW,KADW,Andrews Air Force Base,Camp Springs,, Maryland, United States,http://en.wikipedia.org/wiki/Andrews_Air_Force_Base#,38.8108,-76.867
COS,KCOS,Colorado Springs Airport,Colorado Springs,, Colorado, United States,http://en.wikipedia.org/wiki/Colorado_Springs_Airport#,38.8058,-104.7002
YZY,ZLZY,Zhangye Ganzhou Airport,Zhangye,, Gansu, China,http://en.wikipedia.org/wiki/Zhangye_Ganzhou_Airport#,38.8019,100.675
KSQ,UTSL,Karshi Airport / Karshi-Khanabad Air Base,Karshi,,, Uzbekistan,0,38.8,65.7667
SLN,KSLN,Salina Municipal Airport,Salina,, Kansas, United States,http://en.wikipedia.org/wiki/Salina_Municipal_Airport#,38.791,-97.6522
NAV,LTAZ,Kapadokya Airport,Nevsehir,,, Turkey,http://en.wikipedia.org/wiki/Kapadokya_Airport#,38.7764,34.5264
LIS,LPPT,Lisbon Portela Airport,Lisbon,,, Portugal,http://en.wikipedia.org/wiki/Lisbon_Portela_Airport#,38.7742,-9.1342
ASR,LTAU,Erkilet International Airport,Kayseri Province,,, Turkey,http://en.wikipedia.org/wiki/Erkilet_International_Airport#,38.7703,35.4953
TER,LPLA,Lajes Field,Lajes,, Azores, Portugal,http://en.wikipedia.org/wiki/Lajes_Field#,38.7646,-27.0908
CNY,KCNY,Canyonlands Field,Moab,, Utah, United States,http://en.wikipedia.org/wiki/Canyonlands_Field#,38.755,-109.7548
LLK,UBBL,Lankaran International Airport,Lankaran,,, Azerbaijan,http://en.wikipedia.org/wiki/Lankaran_International_Airport#,38.7536,48.8511
STL,KSTL,Lambert–St. Louis International Airport,St. Louis,, Missouri, United States,http://en.wikipedia.org/wiki/Lambert%E2%80%93St._Louis_International_Airport#,38.7487,-90.37
MSR,LTCK,Mu? Airport,Mu?,,, Turkey,http://en.wikipedia.org/wiki/Mu%C5%9F_Airport#,38.7447,41.6539
AFY,LTAH,Afyon Airport,Afyon,,, Turkey,http://en.wikipedia.org/wiki/Afyon_Airport#,38.7339,30.5953
OLY,KOLY,Olney-Noble Airport,Olney-Noble,, Illinois, United States,http://en.wikipedia.org/w/index.php?title=Olney-Noble_Airport&action=edit&redlink=1#,38.7219,-88.1764
SMF,KSMF,Sacramento International Airport,Sacramento,, California, United States,http://en.wikipedia.org/wiki/Sacramento_International_Airport#,38.6954,-121.5908
USQ,LTBO,Usak Airport,Usak,,, Turkey,http://en.wikipedia.org/wiki/Usak_Airport#,38.6811,29.4714
FCS,KFCS,Butts Army Airfield (Fort Carson),Fort Carson,, Colorado, United States,http://en.wikipedia.org/w/index.php?title=Butts_Army_Airfield&action=edit&redlink=1#,38.6784,-104.7566
FOA,,Foula Airport,Foula,, Scotland, United Kingdom,http://en.wikipedia.org/w/index.php?title=Foula_Airport&action=edit&redlink=1#,38.6649,-88.453
SUS,KSUS,Spirit of St. Louis Airport,Chesterfield,, Missouri, United States,http://en.wikipedia.org/wiki/Spirit_of_St._Louis_Airport#,38.6617,-90.6511
SLO,KSLO,Salem-Leckrone Airport,Salem,, Illinois, United States,http://en.wikipedia.org/wiki/Salem-Leckrone_Airport#,38.6429,-88.9642
EZS,LTCA,Elaz?? Airport,Elaz??,,, Turkey,http://en.wikipedia.org/wiki/Elaz%C4%B1%C4%9F_Airport#,38.605,39.2939
AGQ,LGAG,Agrinion Airport,Agrinion,,, Greece,http://en.wikipedia.org/wiki/Agrinion_Airport#,38.602,21.3512
PIX,LPPI,Pico Airport,Pico Island,, Azores, Portugal,http://en.wikipedia.org/wiki/Pico_Airport#,38.5543,-28.4413
MHR,KMHR,Sacramento Mather Airport,Sacramento,, California, United States,http://en.wikipedia.org/wiki/Sacramento_Mather_Airport#,38.5539,-121.2976
BLV,KBLV,MidAmerica St. Louis Airport / Scott Air Force Base,Belleville,, Illinois, United States,0,38.5452,-89.8352
DYU,UTDD,Dushanbe Airport,Dushanbe,,, Tajikistan,http://en.wikipedia.org/wiki/Dushanbe_Airport#,38.5433,68.825
GUC,KGUC,Gunnison-Crested Butte Regional Airport,Gunnison,, Colorado, United States,http://en.wikipedia.org/wiki/Gunnison-Crested_Butte_Regional_Airport#,38.5339,-106.933
HOR,LPHR,Horta Airport,Horta,, Azores, Portugal,http://en.wikipedia.org/wiki/Horta_Airport#,38.52,-28.7164
ENL,KENL,Centralia Municipal Airport,Centralia,, Illinois, United States,http://en.wikipedia.org/w/index.php?title=Centralia_Municipal_Airport&action=edit&redlink=1#,38.5151,-89.0911
SAC,KSAC,Sacramento Executive Airport,Sacramento,, California, United States,http://en.wikipedia.org/wiki/Sacramento_Executive_Airport#,38.5125,-121.4935
IGL,LTBL,Çi?li Airport (Çi?li Air Base),Çi?li / ?zmir,,, Turkey,http://en.wikipedia.org/wiki/%C3%87i%C4%9Fli_Airport#,38.5119,27.0108
MTJ,KMTJ,Montrose Regional Airport,Montrose,, Colorado, United States,http://en.wikipedia.org/wiki/Montrose_Regional_Airport#,38.5098,-107.8942
STS,KSTS,Charles M. Schulz Sonoma County Airport,Santa Rosa,, California, United States,http://en.wikipedia.org/wiki/Charles_M._Schulz_Sonoma_County_Airport#,38.509,-122.8129
INC,ZLIC,Yinchuan Airport (Hedong Airport),Yinchuan,, Ningxia, China,http://en.wikipedia.org/wiki/Yinchuan_Airport#,38.4819,106.0092
VAN,LTCI,Ferit Melen Airport,Van,,, Turkey,http://en.wikipedia.org/wiki/Ferit_Melen_Airport#,38.4686,43.3308
MLX,LTAT,Erhac Airport,Malatya,,, Turkey,http://en.wikipedia.org/wiki/Erhac_Airport#,38.4322,38.0831
MLF,KMLF,Milford Municipal Airport (Ben and Judy Briscoe Field),Milford,, Utah, United States,http://en.wikipedia.org/w/index.php?title=Milford_Municipal_Airport&action=edit&redlink=1#,38.4266,-113.0125
GAJ,RJSC,Yamagata Airport (Junmachi Airport),Yamagata,, Honsh?, Japan,http://en.wikipedia.org/wiki/Yamagata_Airport#,38.4119,140.3711
CRW,KCRW,Yeager Airport,Charleston,, West Virginia, United States,http://en.wikipedia.org/wiki/Yeager_Airport#,38.3732,-81.5932
HTS,KHTS,Tri-State Airport (Milton J. Ferguson Field),Huntington,, West Virginia, United States,http://en.wikipedia.org/wiki/Tri-State_Airport#,38.3667,-82.558
GBD,KGBD,Great Bend Municipal Airport,Great Bend,, Kansas, United States,http://en.wikipedia.org/wiki/Great_Bend_Municipal_Airport#,38.3443,-98.8592
JKH,LGHI,Chios Island National Airport,Chios Island,,, Greece,http://en.wikipedia.org/wiki/Chios_Island_National_Airport#,38.3408,26.1389
SBY,KSBY,Salisbury-Ocean City Wicomico Regional Airport,Salisbury,, Maryland, United States,http://en.wikipedia.org/wiki/Salisbury-Ocean_City_Wicomico_Regional_Airport#,38.34,-75.51
EMP,KEMP,Emporia Municipal Airport,Emporia,, Kansas, United States,http://en.wikipedia.org/wiki/Emporia_Municipal_Airport#,38.3317,-96.1917
ADU,OITL,Ardabil Airport,Ardabil,,, Iran,http://en.wikipedia.org/wiki/Ardabil_Airport#,38.3267,48.4242
PUB,KPUB,Pueblo Memorial Airport,Pueblo,, Colorado, United States,http://en.wikipedia.org/wiki/Pueblo_Memorial_Airport#,38.29,-104.4967
ADB,LTBJ,Adnan Menderes International Airport,?zmir,,, Turkey,http://en.wikipedia.org/wiki/Adnan_Menderes_International_Airport#,38.2892,27.155
ALC,LEAL,El Altet Airport,Alicante,,, Spain,http://en.wikipedia.org/wiki/El_Altet_Airport#,38.2822,-0.5582
SJW,ZBSJ,Shijiazhuang Zhengding International Airport,Shijiazhuang,,, China,http://en.wikipedia.org/wiki/Shijiazhuang_Zhengding_International_Airport#,38.2783,114.6983
SHD,KSHD,Shenandoah Valley Regional Airport,Staunton / Waynesboro / Harrisonburg,, Virginia, United States,http://en.wikipedia.org/wiki/Shenandoah_Valley_Regional_Airport#,38.2638,-78.8964
SUU,KSUU,Travis Air Force Base,Fairfield,, California, United States,http://en.wikipedia.org/wiki/Travis_Air_Force_Base#,38.2633,-121.925
LOU,KLOU,Bowman Field,Louisville,, Kentucky, United States,http://en.wikipedia.org/wiki/Bowman_Field_%28airport%29#,38.228,-85.6637
APC,KAPC,Napa County Airport,Napa,, California, United States,http://en.wikipedia.org/wiki/Napa_County_Airport#,38.2131,-122.2806
PMO,LICJ,Palermo Airport (Falcone-Borsellino Airport),Punta Raisi (near Palermo),,, Italy,http://en.wikipedia.org/wiki/Palermo_Airport#,38.1819,13.0994
SDF,KSDF,Louisville International Airport (Standiford Field),Louisville,, Kentucky, United States,http://en.wikipedia.org/wiki/Louisville_International_Airport#,38.1744,-85.736
GVE,KGVE,Gordonsville Municipal Airport,Gordonsville,, Virginia, United States,http://en.wikipedia.org/w/index.php?title=Gordonsville_Municipal_Airport&action=edit&redlink=1#,38.1567,-78.165
GPA,LGRX,Araxos Airport,Araxos / Patras,,, Greece,http://en.wikipedia.org/wiki/Araxos_Airport#,38.15,21.4167
IQM,ZWCM,Qiemo Airport,Qiemo,, Xinjiang, China,http://en.wikipedia.org/wiki/Qiemo_Airport#,38.1494,85.5328
SAR,KSAR,Sparta Community Airport (Hunter Field),Sparta,, Illinois, United States,http://en.wikipedia.org/w/index.php?title=Sparta_Community_Airport&action=edit&redlink=1#,38.1489,-89.6987
SHO,RKND,Sokcho Airport,Sokcho,,, South Korea,http://en.wikipedia.org/wiki/Sokcho_Airport#,38.1475,128.6006
SDJ,RJSS,Sendai Airport,Natori,,, Japan,http://en.wikipedia.org/wiki/Sendai_Airport#,38.1397,140.9169
CHO,KCHO,Charlottesville-Albemarle Airport,Charlottesville,, Virginia, United States,http://en.wikipedia.org/wiki/Charlottesville-Albemarle_Airport#,38.1386,-78.4529
TBZ,OITT,Tabriz International Airport,Tabriz,,, Iran,http://en.wikipedia.org/wiki/Tabriz_International_Airport#,38.1339,46.235
EFL,LGKF,Argostolion Airport,Kefallinia Island,,, Greece,http://en.wikipedia.org/w/index.php?title=Argostolion_Airport&action=edit&redlink=1#,38.12,20.5006
REG,LICR,Reggio Calabria Airport,Reggio Calabria,,, Italy,http://en.wikipedia.org/wiki/Reggio_Calabria_Airport#,38.0731,15.6544
HUT,KHUT,Hutchinson Municipal Airport,Hutchinson,, Kansas, United States,http://en.wikipedia.org/wiki/Hutchinson_Municipal_Airport_%28Kansas%29#,38.0654,-97.8606
TPH,KTPH,Tonopah Airport,Tonopah,, Nevada, United States,http://en.wikipedia.org/wiki/Tonopah_Airport#,38.0601,-117.0872
EVV,KEVV,Evansville Regional Airport,Evansville,, Indiana, United States,http://en.wikipedia.org/wiki/Evansville_Regional_Airport#,38.037,-87.5324
LEX,KLEX,Blue Grass Airport,Lexington,, Kentucky, United States,http://en.wikipedia.org/wiki/Blue_Grass_Airport#,38.0365,-84.6059
ASB,UTAA,Ashgabat Airport,Ashgabat,,, Turkmenistan,http://en.wikipedia.org/wiki/Ashgabat_Airport#,37.9917,58.3633
KYA,LTAN,Konya Airport,Konya,,, Turkey,http://en.wikipedia.org/wiki/Konya_Airport#,37.9822,32.5664
SXZ,LTCL,Siirt Airport,Siirt,,, Turkey,http://en.wikipedia.org/wiki/Siirt_Airport#,37.9781,41.8392
TEX,KTEX,Telluride Regional Airport,Telluride,, Colorado, United States,http://en.wikipedia.org/wiki/Telluride_Regional_Airport#,37.9564,-107.9142
KIJ,RJSN,Niigata Airport,Niigata,,, Japan,http://en.wikipedia.org/wiki/Niigata_Airport#,37.9557,139.1117
WAL,KWAL,Wallops Flight Facility Airport,Wallops Island,, Virginia, United States,http://en.wikipedia.org/wiki/Wallops_Flight_Facility_Airport#,37.9402,-75.4664
ATH,LGAV,Athens International Airport,Athens,,, Greece,http://en.wikipedia.org/wiki/Athens_International_Airport#,37.9367,23.9445
BAL,LTCJ,Batman Airport,Batman,,, Turkey,http://en.wikipedia.org/wiki/Batman_Airport#,37.9322,41.1164
GCK,KGCK,Garden City Regional Airport,Garden City,, Kansas, United States,http://en.wikipedia.org/wiki/Garden_City_Regional_Airport#,37.9275,-100.7243
TPS,LICT,Trapani-Birgi Airport,Trapani,,, Italy,http://en.wikipedia.org/wiki/Trapani-Birgi_Airport#,37.9122,12.4936
FTK,KFTK,Godman Army Airfield,Fort Knox,, Kentucky, United States,http://en.wikipedia.org/wiki/Godman_Army_Airfield#,37.9071,-85.972
SCK,KSCK,Stockton Metropolitan Airport,Stockton,, California, United States,http://en.wikipedia.org/wiki/Stockton_Metropolitan_Airport#,37.8942,-121.2383
DIY,LTCC,Diyarbak?r Airport,Diyarbak?r,,, Turkey,http://en.wikipedia.org/wiki/Diyarbak%C4%B1r_Airport#,37.8925,40.2011
ISE,LTFC,Suleyman Demirel Airport,Isparta,,, Turkey,http://en.wikipedia.org/wiki/Isparta_S%C3%BCleyman_Demirel_Airport#,37.865,30.3819
LWB,KLWB,Greenbrier Valley Airport,Lewisburg,, West Virginia, United States,http://en.wikipedia.org/wiki/Greenbrier_Valley_Airport#,37.8583,-80.3995
ODB,LEBA,Córdoba Airport,Córdoba,,, Spain,http://en.wikipedia.org/wiki/C%C3%B3rdoba_Airport#,37.842,-4.8489
HSB,KHSB,Harrisburg-Raleigh Airport,Harrisburg,, Illinois, United States,http://en.wikipedia.org/w/index.php?title=Harrisburg-Raleigh_Airport&action=edit&redlink=1#,37.8113,-88.5503
FSK,KFSK,Fort Scott Municipal Airport,Fort Scott,, Kansas, United States,http://en.wikipedia.org/wiki/Fort_Scott_Municipal_Airport#,37.7984,-94.7694
DNZ,LTAY,Çardak Airport,Denizli,,, Turkey,http://en.wikipedia.org/wiki/%C3%87ardak_Airport#,37.7878,29.705
BKW,KBKW,Raleigh County Memorial Airport,Beckley,, West Virginia, United States,http://en.wikipedia.org/wiki/Raleigh_County_Memorial_Airport#,37.7867,-81.1244
MJV,LELC,Murcia-San Javier Airport,Murcia,,, Spain,http://en.wikipedia.org/wiki/Murcia-San_Javier_Airport#,37.775,-0.8124
DDC,KDDC,Dodge City Regional Airport,Dodge City,, Kansas, United States,http://en.wikipedia.org/wiki/Dodge_City_Regional_Airport#,37.7634,-99.9656
MWA,KMWA,Williamson County Regional Airport,Marion,, Illinois, United States,http://en.wikipedia.org/wiki/Williamson_County_Regional_Airport#,37.755,-89.0111
ZTH,LGZA,"Zakynthos International Airport, ""Dionysios Solomos""",Zakynthos,,, Greece,"http://en.wikipedia.org/wiki/Zakynthos_International_Airport,_%22Dionysios_Solomos%22#",37.7511,20.8842
TYN,ZBYN,Taiyuan Wusu International Airport,Taiyuan,, Shanxi, China,http://en.wikipedia.org/wiki/Taiyuan_Wusu_International_Airport#,37.7483,112.63
PDL,LPPD,João Paulo II Airport (Ponta Delgada Airport),Ponta Delgada,, Azores, Portugal,http://en.wikipedia.org/wiki/Jo%C3%A3o_Paulo_II_Airport#,37.7419,-25.6978
TBN,KTBN,Waynesville-St. Robert Regional Airport (Forney Field),Fort Leonard Wood,, Missouri, United States,http://en.wikipedia.org/wiki/Waynesville-St._Robert_Regional_Airport#,37.7416,-92.1407
OWB,KOWB,Owensboro-Daviess County Airport,Owensboro,, Kentucky, United States,http://en.wikipedia.org/wiki/Owensboro-Daviess_County_Airport#,37.7401,-87.1668
ADF,LTCP,Ad?yaman Airport,Ad?yaman,,, Turkey,http://en.wikipedia.org/wiki/Ad%C4%B1yaman_Airport#,37.7308,38.4689
OAK,KOAK,Oakland International Airport,Oakland (near San Francisco),, California, United States,http://en.wikipedia.org/wiki/Oakland_International_Airport#,37.7213,-122.2207
CDC,KCDC,Cedar City Regional Airport,Cedar City,, Utah, United States,http://en.wikipedia.org/wiki/Cedar_City_Regional_Airport#,37.701,-113.0988
SMI,LGSM,"Samos International Airport ""Aristarchos of Samos""",Samos Island,,, Greece,http://en.wikipedia.org/wiki/Samos_International_Airport#,37.6903,26.9128
JIK,LGIK,Ikaria Airport,Ikaria,,, Greece,http://en.wikipedia.org/wiki/Ikaria_Airport#,37.6836,26.3478
OMH,OITR,Orange County Airport,Orange,, Virginia, United States,http://en.wikipedia.org/wiki/Orange_County_Airport_%28Virginia%29#,37.6714,45.0692
CNU,KCNU,Chanute Martin Johnson Airport,Chanute,, Kansas, United States,http://en.wikipedia.org/wiki/Chanute_Martin_Johnson_Airport#,37.6683,-95.485
HWD,KHWD,Hayward Executive Airport,Hayward,, California, United States,http://en.wikipedia.org/wiki/Hayward_Executive_Airport#,37.6589,-122.1217
ICT,KICT,Wichita Mid-Continent Airport,Wichita,, Kansas, United States,http://en.wikipedia.org/wiki/Wichita_Mid-Continent_Airport#,37.6499,-97.4331
MMH,KMMH,Mammoth Yosemite Airport,Mammoth Lakes,, California, United States,http://en.wikipedia.org/wiki/Mammoth_Yosemite_Airport#,37.624,-118.8378
IAB,KIAB,McConnell Air Force Base,Wichita,, Kansas, United States,http://en.wikipedia.org/wiki/McConnell_Air_Force_Base#,37.6229,-97.2733
MYP,UTAM,Mary Airport,Mary,,, Turkmenistan,http://en.wikipedia.org/wiki/Mary_Airport#,37.6194,61.8967
SFO,KSFO,San Francisco International Airport,San Francisco,, California, United States,http://en.wikipedia.org/wiki/San_Francisco_International_Airport#,37.6189,-122.3749
MOD,KMOD,Modesto City-County Airport (Harry Sham Field),Modesto,, California, United States,http://en.wikipedia.org/wiki/Modesto_City-County_Airport#,37.6167,-120.95
ULS,,Mulatos Airport,Mulatos,,, Colombia,http://en.wikipedia.org/w/index.php?title=Mulatos_Airport&action=edit&redlink=1#,37.604,-101.3736
CIN,KCIN,Arthur N. Neu Airport,Carroll,, Iowa, United States,http://en.wikipedia.org/wiki/Arthur_N._Neu_Airport#,37.5939,-83.3172
GMP,RKSS,Gimpo International Airport (Kimpo Airport),Seoul,,, South Korea,http://en.wikipedia.org/wiki/Gimpo_International_Airport#,37.5569,126.7975
KCM,LTCN,Kahramanmaras Airport,Kahramanmaras,,, Turkey,http://en.wikipedia.org/wiki/Kahramanmaras_Airport#,37.5397,36.9536
