IATA,IACO,name,city,province,state,country,wiki,lat,lng
SOW,KSOW,Show Low Regional Airport,Show Low,, Arizona, United States,http://en.wikipedia.org/wiki/Show_Low_Regional_Airport#,34.2655,-110.0057
DTN,KDTN,Shreveport Downtown Airport,Shreveport,, Louisiana, United States,http://en.wikipedia.org/wiki/Shreveport_Downtown_Airport#,,
SHV,KSHV,Shreveport Regional Airport,Shreveport,, Louisiana, United States,http://en.wikipedia.org/wiki/Shreveport_Regional_Airport#,32.4466,-93.8256
SHG,PAHG,Shungnak Airport,Shungnak,, Alaska, United States,http://en.wikipedia.org/wiki/Shungnak_Airport#,66.8881,-157.1624
SXY,,Sidney Municipal Airport,Sidney,, New York, United States,http://en.wikipedia.org/wiki/Sidney_Municipal_Airport_%28New_York%29#,,
SNY,KSNY,Sidney Municipal Airport (Lloyd W. Carr Field),Sidney,, Nebraska, United States,http://en.wikipedia.org/wiki/Sidney_Municipal_Airport_%28Nebraska%29#,41.1013,-102.9853
SDY,KSDY,Sidney-Richland Municipal Airport,Sidney,, Montana, United States,http://en.wikipedia.org/wiki/Sidney-Richland_Municipal_Airport#,47.7069,-104.1926
SIK,KSIK,Sikeston Memorial Municipal Airport,Sikeston,, Missouri, United States,http://en.wikipedia.org/wiki/Sikeston_Memorial_Municipal_Airport#,,
JSD,KJSD,Sikorsky Heliport,Stratford,, Connecticut, United States,http://en.wikipedia.org/w/index.php?title=Sikorsky_Heliport&action=edit&redlink=1#,,
FBG,KFBG,Simmons Army Airfield,Fort Bragg,, North Carolina, United States,http://en.wikipedia.org/wiki/Simmons_Army_Airfield#,,
FSD,KFSD,Sioux Falls Regional Airport (Joe Foss Field),Sioux Falls,, South Dakota, United States,http://en.wikipedia.org/wiki/Sioux_Falls_Regional_Airport#,43.582,-96.7419
SUX,KSUX,Sioux Gateway Airport (Colonel Bud Day Field),Sioux City,, Iowa, United States,http://en.wikipedia.org/wiki/Sioux_Gateway_Airport#,42.4026,-96.3844
SIY,KSIY,Siskiyou County Airport,Montague,, California, United States,http://en.wikipedia.org/wiki/Siskiyou_County_Airport#,,
SIT,PASI,Sitka Rocky Gutierrez Airport,Sitka,, Alaska, United States,http://en.wikipedia.org/wiki/Sitka_Rocky_Gutierrez_Airport#,57.0472,-135.3617
MVW,KBVS,Skagit Regional Airport (FAA: BVS),Burlington / Mount Vernon,, Washington, United States,http://en.wikipedia.org/wiki/Skagit_Regional_Airport#,,
SGY,PAGY,Skagway Airport,Skagway,, Alaska, United States,http://en.wikipedia.org/wiki/Skagway_Airport#,59.46,-135.3157
SKW,PASW,Skwentna Airport,Skwentna,, Alaska, United States,http://en.wikipedia.org/wiki/Skwentna_Airport#,,
ILE,KILE,Skylark Field,Killeen,, Texas, United States,http://en.wikipedia.org/wiki/Skylark_Field#,,
BTF,KBTF,Skypark Airport,Bountiful,, Utah, United States,http://en.wikipedia.org/wiki/Skypark_Airport#,,
SLQ,PASL,Sleetmute Airport,Sleetmute,, Alaska, United States,http://en.wikipedia.org/wiki/Sleetmute_Airport#,61.7005,-157.1659
ISN,KISN,Sloulin Field International Airport,Williston,, North Dakota, United States,http://en.wikipedia.org/wiki/Sloulin_Field_International_Airport#,48.1783,-103.6417
SLG,KSLG,Smith Field,Siloam Springs,, Arkansas, United States,http://en.wikipedia.org/wiki/Smith_Field_%28Arkansas%29#,,
SMD,KSMD,Smith Field,Fort Wayne,, Indiana, United States,http://en.wikipedia.org/wiki/Smith_Field_%28Indiana%29#,,
INT,KINT,Smith Reynolds Airport,Winston-Salem,, North Carolina, United States,http://en.wikipedia.org/wiki/Smith_Reynolds_Airport#,36.1336,-80.2219
MQY,KMQY,Smyrna Airport,Smyrna,, Tennessee, United States,http://en.wikipedia.org/wiki/Smyrna_Airport_%28Tennessee%29#,36.009,-86.52
PAE,KPAE,Snohomish County Airport (Paine Field),Everett,, Washington, United States,http://en.wikipedia.org/wiki/Snohomish_County_Airport#,47.9063,-122.2816
ONM,KONM,Socorro Municipal Airport,Socorro,, New Mexico, United States,http://en.wikipedia.org/w/index.php?title=Socorro_Municipal_Airport&action=edit&redlink=1#,,
SXQ,PASX,Soldotna Airport,Soldotna,, Alaska, United States,http://en.wikipedia.org/wiki/Soldotna_Airport#,,
ELD,KELD,South Arkansas Regional Airport at Goodwin Field,El Dorado,, Arkansas, United States,http://en.wikipedia.org/wiki/South_Arkansas_Regional_Airport_at_Goodwin_Field#,33.221,-92.8133
SBN,KSBN,South Bend Regional Airport,South Bend,, Indiana, United States,http://en.wikipedia.org/wiki/South_Bend_Regional_Airport#,41.7086,-86.3172
GEY,KGEY,South Big Horn County Airport,Greybull,, Wyoming, United States,http://en.wikipedia.org/w/index.php?title=South_Big_Horn_County_Airport&action=edit&redlink=1#,44.5168,-108.0828
LLY,KVAY,South Jersey Regional Airport (FAA: VAY),Mount Holly,, New Jersey, United States,http://en.wikipedia.org/wiki/South_Jersey_Regional_Airport#,,
TDO,KTDO,South Lewis County Airport (Ed Carlson Memorial Field),Toledo,, Washington, United States,http://en.wikipedia.org/wiki/South_Lewis_County_Airport#,,
WSN,PFWS,South Naknek Nr 2 Airport,South Naknek,, Alaska, United States,http://en.wikipedia.org/wiki/South_Naknek_Nr_2_Airport#,58.7021,-157.0026
ISW,KISW,South Wood County Airport (Alexander Field),Wisconsin Rapids,, Wisconsin, United States,http://en.wikipedia.org/wiki/South_Wood_County_Airport#,,
BRL,KBRL,Southeast Iowa Regional Airport,Burlington,, Iowa, United States,http://en.wikipedia.org/wiki/Southeast_Iowa_Regional_Airport#,40.7832,-91.1255
BPT,KBPT,Southeast Texas Regional Airport,Beaumont/Port Arthur,, Texas, United States,http://en.wikipedia.org/wiki/Southeast_Texas_Regional_Airport#,29.9508,-94.0207
VCV,KVCV,Southern California Logistics Airport,Victorville,, California, United States,http://en.wikipedia.org/wiki/Southern_California_Logistics_Airport#,34.5975,-117.383
MDH,KMDH,Southern Illinois Airport,Carbondale/Murphysboro,, Illinois, United States,http://en.wikipedia.org/wiki/Southern_Illinois_Airport#,,
BCS,,Southern Seaplane Airport (FAA: 65LA),Belle Chasse,, Louisiana, United States,http://en.wikipedia.org/wiki/Southern_Seaplane_Airport#,,
JVL,KJVL,Southern Wisconsin Regional Airport,Janesville,, Wisconsin, United States,http://en.wikipedia.org/wiki/Southern_Wisconsin_Regional_Airport#,,
RSW,KRSW,Southwest Florida International Airport,Fort Myers,, Florida, United States,http://en.wikipedia.org/wiki/Southwest_Florida_International_Airport#,26.5362,-81.7552
ABY,KABY,Southwest Georgia Regional Airport,Albany,, Georgia, United States,http://en.wikipedia.org/wiki/Southwest_Georgia_Regional_Airport#,31.5369,-84.1945
BEH,KBEH,Southwest Michigan Regional Airport,Benton Harbor,, Michigan, United States,http://en.wikipedia.org/wiki/Southwest_Michigan_Regional_Airport#,,
MML,KMML,Southwest Minnesota Regional Airport (Marshall/Ryan Field),Marshall,, Minnesota, United States,http://en.wikipedia.org/wiki/Southwest_Minnesota_Regional_Airport#,,
KLS,KKLS,Southwest Washington Regional Airport (was Kelso-Longview),Kelso,, Washington, United States,http://en.wikipedia.org/wiki/Southwest_Washington_Regional_Airport#,,
TIX,KTIX,Space Coast Regional Airport,Titusville,, Florida, United States,http://en.wikipedia.org/wiki/Space_Coast_Regional_Airport#,28.5148,-80.7992
SVW,PASV,Sparrevohn LRRS Airport,Sparrevohn,, Alaska, United States,http://en.wikipedia.org/wiki/Sparrevohn_LRRS_Airport#,,
SAR,KSAR,Sparta Community Airport (Hunter Field),Sparta,, Illinois, United States,http://en.wikipedia.org/w/index.php?title=Sparta_Community_Airport&action=edit&redlink=1#,38.1489,-89.6987
CMY,KCMY,Sparta/Fort McCoy Airport,Sparta,, Wisconsin, United States,http://en.wikipedia.org/wiki/Sparta/Fort_McCoy_Airport#,,
SPA,KSPA,Spartanburg Downtown Memorial Airport,Spartanburg,, South Carolina, United States,http://en.wikipedia.org/wiki/Spartanburg_Downtown_Memorial_Airport#,,
MUL,KMUL,Spence Airport,Moultrie,, Georgia, United States,http://en.wikipedia.org/wiki/Spence_Airport#,,
SPW,KSPW,Spencer Municipal Airport,Spencer,, Iowa, United States,http://en.wikipedia.org/wiki/Spencer_Municipal_Airport#,,
SUS,KSUS,Spirit of St. Louis Airport,Chesterfield,, Missouri, United States,http://en.wikipedia.org/wiki/Spirit_of_St._Louis_Airport#,38.6617,-90.6511
GEG,KGEG,Spokane International Airport,Spokane,, Washington, United States,http://en.wikipedia.org/wiki/Spokane_International_Airport#,47.6198,-117.5337
SPZ,KASG,Springdale Municipal Airport (FAA: ASG),Springdale,, Arkansas, United States,http://en.wikipedia.org/wiki/Springdale_Municipal_Airport#,,
SGH,KSGH,Springfield-Beckley Municipal Airport,Springfield,, Ohio, United States,http://en.wikipedia.org/wiki/Springfield-Beckley_Municipal_Airport#,,
SGF,KSGF,Springfield-Branson National Airport,Springfield,, Missouri, United States,http://en.wikipedia.org/wiki/Springfield-Branson_National_Airport#,37.2443,-93.3886
UST,KSGJ,St. Augustine Airport (FAA: SGJ),St. Augustine,, Florida, United States,http://en.wikipedia.org/wiki/St._Augustine_Airport#,29.9593,-81.3397
PLR,KPLR,St. Clair County Airport,Pell City,, Alabama, United States,http://en.wikipedia.org/wiki/St._Clair_County_Airport#,,
PHN,KPHN,St. Clair County International Airport,Port Huron,, Michigan, United States,http://en.wikipedia.org/wiki/St._Clair_County_International_Airport#,42.911,-82.5289
JSK,,St. Cloud Municipal Heliport,St. Cloud,, Minnesota, United States,http://en.wikipedia.org/w/index.php?title=St._Cloud_Municipal_Heliport&action=edit&redlink=1#,,
STC,KSTC,St. Cloud Regional Airport,St. Cloud,, Minnesota, United States,http://en.wikipedia.org/wiki/St._Cloud_Regional_Airport#,45.5466,-94.0599
STG,PAPB,St. George Airport (FAA: PBV),St. George,, Alaska, United States,http://en.wikipedia.org/wiki/St._George_Airport_%28Alaska%29#,56.5774,-169.6637
SGU,KSGU,St. George Municipal Airport,St. George,, Utah, United States,http://en.wikipedia.org/wiki/St._George_Municipal_Airport_%281972-2010%29#,37.0906,-113.5931
SJN,KSJN,St. Johns Industrial Air Park,St. Johns,, Arizona, United States,http://en.wikipedia.org/wiki/St._Johns_Industrial_Air_Park#,34.5186,-109.3788
OPL,KOPL,St. Landry Parish Airport (Ahart Field),Opelousas,, Louisiana, United States,http://en.wikipedia.org/wiki/St._Landry_Parish_Airport#,,
CPS,KCPS,St. Louis Downtown Airport,Cahokia,, Illinois (near St. Louis), United States,http://en.wikipedia.org/wiki/St._Louis_Downtown_Airport#,,
ALN,KALN,St. Louis Regional Airport,Alton,, Illinois, United States,http://en.wikipedia.org/wiki/St._Louis_Regional_Airport#,38.89,-90.0467
FPR,KFPR,St. Lucie County International Airport,Fort Pierce,, Florida, United States,http://en.wikipedia.org/wiki/St._Lucie_County_International_Airport#,27.495,-80.3683
KSM,PASM,St. Mary's Airport,St. Mary's,, Alaska, United States,http://en.wikipedia.org/wiki/St._Mary%27s_Airport_%28Alaska%29#,62.0608,-163.3018
LTW,,St. Mary's County Regional Airport (FAA: 2W6),Leonardtown,, Maryland, United States,http://en.wikipedia.org/wiki/St._Mary%27s_County_Regional_Airport#,,
STQ,KOYM,St. Marys Municipal Airport (FAA: OYM),St. Marys,, Pennsylvania, United States,http://en.wikipedia.org/wiki/St._Marys_Municipal_Airport#,,
SMK,PAMK,St. Michael Airport,St. Michael,, Alaska, United States,http://en.wikipedia.org/wiki/St._Michael_Airport#,63.4901,-162.1104
STP,KSTP,St. Paul Downtown Airport (Holman Field),St. Paul,, Minnesota, United States,http://en.wikipedia.org/wiki/St._Paul_Downtown_Airport#,44.9344,-93.06
SNP,PASN,St. Paul Island Airport,St. Paul Island,, Alaska, United States,http://en.wikipedia.org/wiki/St._Paul_Island_Airport#,57.1673,-170.2204
PIE,KPIE,St. Petersburg-Clearwater International Airport,Pinellas County,, Florida (near St. Petersburg and Clearwater), United States,http://en.wikipedia.org/wiki/St._Petersburg-Clearwater_International_Airport#,27.9101,-82.6873
HUJ,KHHW,Stan Stamper Municipal Airport (FAA: HHW),Hugo,, Oklahoma, United States,http://en.wikipedia.org/wiki/Stan_Stamper_Municipal_Airport#,,
SYN,KSYN,Stanton Airfield,Stanton,, Minnesota, United States,http://en.wikipedia.org/wiki/Stanton_Airfield#,,
TBR,KTBR,Statesboro-Bulloch County Airport,Statesboro,, Georgia, United States,http://en.wikipedia.org/wiki/Statesboro-Bulloch_County_Airport#,,
SVH,KSVH,Statesville Regional Airport,Statesville,, North Carolina, United States,http://en.wikipedia.org/w/index.php?title=Statesville_Regional_Airport&action=edit&redlink=1#,,
SBS,KSBS,Steamboat Springs Airport (Bob Adams Field),Steamboat Springs,, Colorado, United States,http://en.wikipedia.org/wiki/Steamboat_Springs_Airport#,,
WBB,,Stebbins Airport,Stebbins,, Alaska, United States,http://en.wikipedia.org/wiki/Stebbins_Airport#,63.516,-162.278
JSL,,Steel Pier Taj Mahal Heliport (FAA: 28NJ),Atlantic City,, New Jersey, United States,http://en.wikipedia.org/w/index.php?title=Steel_Pier_Taj_Mahal_Heliport&action=edit&redlink=1#,,
BKD,KBKD,Stephens County Airport,Breckenridge,, Texas, United States,http://en.wikipedia.org/w/index.php?title=Stephens_County_Airport&action=edit&redlink=1#,,
STK,KSTK,Sterling Municipal Airport,Sterling,, Colorado, United States,http://en.wikipedia.org/w/index.php?title=Sterling_Municipal_Airport&action=edit&redlink=1#,,
PGO,KPSO,Stevens Field (FAA: PSO),Pagosa Springs,, Colorado, United States,http://en.wikipedia.org/wiki/Stevens_Field#,,
STE,KSTE,Stevens Point Municipal Airport,Stevens Point,, Wisconsin, United States,http://en.wikipedia.org/wiki/Stevens_Point_Municipal_Airport#,,
SVS,,Stevens Village Airport,Stevens Village,, Alaska, United States,http://en.wikipedia.org/wiki/Stevens_Village_Airport#,66.0171,-149.0544
SWF,KSWF,Stewart International Airport,Newburgh,, New York, United States,http://en.wikipedia.org/wiki/Stewart_International_Airport#,41.5041,-74.1048
SWO,KSWO,Stillwater Regional Airport,Stillwater,, Oklahoma, United States,http://en.wikipedia.org/wiki/Stillwater_Regional_Airport#,,
SSF,KSSF,Stinson Municipal Airport,San Antonio,, Texas, United States,http://en.wikipedia.org/wiki/Stinson_Municipal_Airport#,,
SCK,KSCK,Stockton Metropolitan Airport,Stockton,, California, United States,http://en.wikipedia.org/wiki/Stockton_Metropolitan_Airport#,37.8942,-121.2383
SRV,,Stony River 2 Airport,Stony River,, Alaska, United States,http://en.wikipedia.org/wiki/Stony_River_2_Airport#,61.7897,-156.5885
SLB,KSLB,Storm Lake Municipal Airport,Storm Lake,, Iowa, United States,http://en.wikipedia.org/wiki/Storm_Lake_Municipal_Airport#,,
WLD,KWLD,Strother Field,Winfield/Arkansas City,, Kansas, United States,http://en.wikipedia.org/wiki/Strother_Field#,,
SUD,KSUD,Stroud Municipal Airport,Stroud,, Oklahoma, United States,http://en.wikipedia.org/wiki/Stroud_Municipal_Airport#,,
ESP,,Stroudsburg-Pocono Airport (FAA: N53),East Stroudsburg,, Pennsylvania, United States,http://en.wikipedia.org/wiki/Stroudsburg-Pocono_Airport#,,
SGT,KSGT,Stuttgart Municipal Airport,Stuttgart,, Arkansas, United States,http://en.wikipedia.org/wiki/Stuttgart_Municipal_Airport#,,
SGR,KSGR,Sugar Land Regional Airport,Sugar Land,, Texas (near Houston), United States,http://en.wikipedia.org/wiki/Sugar_Land_Regional_Airport#,,
SIV,KSIV,Sullivan County Airport,Sullivan,, Indiana, United States,http://en.wikipedia.org/wiki/Sullivan_County_Airport#,,
MSV,KMSV,Sullivan County International Airport,Monticello,, New York, United States,http://en.wikipedia.org/wiki/Sullivan_County_International_Airport#,,
SLR,KSLR,Sulphur Springs Municipal Airport,Sulphur Springs,, Texas, United States,http://en.wikipedia.org/wiki/Sulphur_Springs_Municipal_Airport#,,
UMM,PAST,Summit Airport,Summit,, Alaska, United States,http://en.wikipedia.org/wiki/Summit_Airport_%28Alaska%29#,,
SUM,KSMS,Sumter Airport (FAA: SMS),Sumter,, South Carolina, United States,http://en.wikipedia.org/wiki/Sumter_Airport#,,
SUO,,Sunriver Airport (FAA: S21),Sunriver,, Oregon, United States,http://en.wikipedia.org/wiki/Sunriver_Airport#,,
SVE,KSVE,Susanville Municipal Airport,Susanville,, California, United States,http://en.wikipedia.org/wiki/Susanville_Municipal_Airport#,,
GED,KGED,Sussex County Airport,Georgetown,, Delaware, United States,http://en.wikipedia.org/wiki/Sussex_County_Airport#,,
SYV,KSYV,Sylvester Airport,Sylvester,, Georgia, United States,http://en.wikipedia.org/w/index.php?title=Sylvester_Airport&action=edit&redlink=1#,,
SYR,KSYR,Syracuse Hancock International Airport,Mattydale (near Syracuse),, New York, United States,http://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport#,43.1112,-76.1063
TIW,KTIW,Tacoma Narrows Airport,Tacoma,, Washington, United States,http://en.wikipedia.org/wiki/Tacoma_Narrows_Airport#,47.2679,-122.5781
HNE,PAHE,Tahneta Pass Airport (closed),Tahneta Pass Lodge,, Alaska, United States,http://en.wikipedia.org/w/index.php?title=Tahneta_Pass_Airport&action=edit&redlink=1#,,
TCT,,Takotna Airport,Takotna,, Alaska, United States,http://en.wikipedia.org/wiki/Takotna_Airport#,62.9927,-156.0682
TKA,PATK,Talkeetna Airport,Talkeetna,, Alaska, United States,http://en.wikipedia.org/wiki/Talkeetna_Airport#,62.3205,-150.0937
ASN,KASN,Talladega Municipal Airport,Talladega,, Alabama, United States,http://en.wikipedia.org/wiki/Talladega_Municipal_Airport#,,
TLH,KTLH,Tallahassee Regional Airport,Tallahassee,, Florida, United States,http://en.wikipedia.org/wiki/Tallahassee_Regional_Airport#,30.3965,-84.3503
TPA,KTPA,Tampa International Airport,Tampa,, Florida, United States,http://en.wikipedia.org/wiki/Tampa_International_Airport#,27.9755,-82.5332
TSG,,Tanacross Airport,Tanacross,, Alaska, United States,http://en.wikipedia.org/wiki/Tanacross_Airport#,,
TSM,KSKX,Taos Regional Airport (FAA: SKX),Taos,, New Mexico, United States,http://en.wikipedia.org/wiki/Taos_Regional_Airport#,,
TLJ,PATL,Tatalina LRRS Airport,Takotna,, Alaska, United States,http://en.wikipedia.org/wiki/Tatalina_LRRS_Airport#,62.9012,-155.9935
TEK,,Tatitlek Airport (FAA: 7KA),Tatitlek,, Alaska, United States,http://en.wikipedia.org/wiki/Tatitlek_Airport#,,
TWE,,Taylor Airport (FAA: AK49),Taylor,, Alaska, United States,http://en.wikipedia.org/w/index.php?title=Taylor_Airport_%28Alaska%29&action=edit&redlink=1#,,
TYZ,KTYL,Taylor Airport (FAA: TYL),Taylor,, Arizona, United States,http://en.wikipedia.org/wiki/Taylor_Airport_%28Arizona%29#,,
MDF,KMDZ,Taylor County Airport,Medford,, Wisconsin, United States,http://en.wikipedia.org/wiki/Taylor_County_Airport_%28Wisconsin%29#,,
ANC,PANC,Ted Stevens Anchorage International Airport,Anchorage,, Alaska, United States,http://en.wikipedia.org/wiki/Ted_Stevens_Anchorage_International_Airport#,61.1744,-149.9964
TSP,KTSP,Tehachapi Municipal Airport,Tehachapi,, California, United States,http://en.wikipedia.org/wiki/Tehachapi_Municipal_Airport#,,
MQW,KMQW,Telfair-Wheeler Airport,McRae,, Georgia, United States,http://en.wikipedia.org/wiki/Telfair-Wheeler_Airport#,,
TLF,,Telida Airport (FAA: 2K5),Telida,, Alaska, United States,http://en.wikipedia.org/wiki/Telida_Airport#,,
TLA,PATE,Teller Airport (FAA: TER),Teller,, Alaska, United States,http://en.wikipedia.org/wiki/Teller_Airport#,65.2404,-166.3393
TEX,KTEX,Telluride Regional Airport,Telluride,, Colorado, United States,http://en.wikipedia.org/wiki/Telluride_Regional_Airport#,37.9564,-107.9142
HUF,KHUF,Terre Haute International Airport (Hulman Field),Terre Haute,, Indiana, United States,http://en.wikipedia.org/wiki/Terre_Haute_International_Airport#,39.4633,-87.3125
TRL,KTRL,Terrell Municipal Airport,Terrell,, Texas, United States,http://en.wikipedia.org/wiki/Terrell_Municipal_Airport#,,
TEB,KTEB,Teterboro Airport,Teterboro,, New Jersey, United States,http://en.wikipedia.org/wiki/Teterboro_Airport#,40.8501,-74.0608
TXK,KTXK,Texarkana Regional Airport (Webb Field),Texarkana,, Arkansas, United States,http://en.wikipedia.org/wiki/Texarkana_Regional_Airport#,33.4537,-93.991
CID,KCID,The Eastern Iowa Airport,Cedar Rapids,, Iowa, United States,http://en.wikipedia.org/wiki/The_Eastern_Iowa_Airport#,41.8847,-91.7108
PVD,KPVD,Theodore Francis Green State Airport,Providence,, Rhode Island, United States,http://en.wikipedia.org/wiki/T._F._Green_Airport#,41.724,-71.4282
DIK,KDIK,Theodore Roosevelt Regional Airport,Dickinson,, North Dakota, United States,http://en.wikipedia.org/wiki/Theodore_Roosevelt_Regional_Airport#,46.7967,-102.8017
TVF,KTVF,Thief River Falls Regional Airport,Thief River Falls,, Minnesota, United States,http://en.wikipedia.org/wiki/Thief_River_Falls_Regional_Airport#,48.065,-96.184
ALX,KALX,Thomas C. Russell Field,Alexander City,, Alabama, United States,http://en.wikipedia.org/wiki/Thomas_C._Russell_Field#,,
TVI,KTVI,Thomasville Regional Airport,Thomasville,, Georgia, United States,http://en.wikipedia.org/wiki/Thomasville_Regional_Airport#,,
HEE,KHEE,Thompson-Robbins Airport,Helena / West Helena,, Arkansas, United States,http://en.wikipedia.org/wiki/Thompson-Robbins_Airport#,,
KTB,,Thorne Bay Seaplane Base,Thorne Bay,, Alaska, United States,http://en.wikipedia.org/wiki/Thorne_Bay_Seaplane_Base#,55.688,-132.5367
JTO,,Thousand Oaks Heliport,Thousand Oaks,, California, United States,http://en.wikipedia.org/w/index.php?title=Thousand_Oaks_Heliport&action=edit&redlink=1#,,
HAI,KHAI,Three Rivers Municipal Airport (Dr. Haines Flying Field),Three Rivers,, Michigan, United States,http://en.wikipedia.org/w/index.php?title=Three_Rivers_Municipal_Airport&action=edit&redlink=1#,,
KTH,,Tikchik Lodge Seaplane Base (FAA: AK56),Tikchik,, Alaska, United States,http://en.wikipedia.org/w/index.php?title=Tikchik_Lodge_Seaplane_Base&action=edit&redlink=1#,,
TNC,PATC,Tin City LRRS Airport,Tin City,, Alaska, United States,http://en.wikipedia.org/wiki/Tin_City_LRRS_Airport#,65.5632,-167.9217
TIK,KTIK,Tinker Air Force Base,Oklahoma City,, Oklahoma, United States,http://en.wikipedia.org/wiki/Tinker_Air_Force_Base#,35.4147,-97.3867
VEX,,Tioga Municipal Airport (FAA: D60),Tioga,, North Dakota, United States,http://en.wikipedia.org/w/index.php?title=Tioga_Municipal_Airport&action=edit&redlink=1#,,
FME,KFME,Tipton Airport (Fort Meade),Odenton,, Maryland, United States,http://en.wikipedia.org/wiki/Tipton_Airport#,,
TOC,KTOC,Toccoa Airport (R.G. LeTourneau Field),Toccoa,, Georgia, United States,http://en.wikipedia.org/wiki/Toccoa_Airport#,,
TOG,PATG,Togiak Airport,Togiak Village,, Alaska, United States,http://en.wikipedia.org/wiki/Togiak_Airport#,59.0536,-160.3969
TKJ,PATJ,Tok Airport,Tok,, Alaska, United States,http://en.wikipedia.org/wiki/Tok_Airport#,63.2955,-143.0061
TKI,,Tokeen Seaplane Base (FAA: 57A),Tokeen,, Alaska, United States,http://en.wikipedia.org/wiki/Tokeen_Seaplane_Base#,,
OOK,PAOO,Toksook Bay Airport,Toksook Bay,, Alaska, United States,http://en.wikipedia.org/wiki/Toksook_Bay_Airport#,60.5414,-165.0872
TOL,KTOL,Toledo Express Airport,Toledo,, Ohio, United States,http://en.wikipedia.org/wiki/Toledo_Express_Airport#,41.5868,-83.8078
TPH,KTPH,Tonopah Airport,Tonopah,, Nevada, United States,http://en.wikipedia.org/wiki/Tonopah_Airport#,38.0601,-117.0872
XSD,KTNX,Tonopah Test Range Airport (FAA: TNX),Tonopah,, Nevada, United States,http://en.wikipedia.org/wiki/Tonopah_Test_Range_Airport#,,
TOR,KTOR,Torrington Municipal Airport,Torrington,, Wyoming, United States,http://en.wikipedia.org/wiki/Torrington_Municipal_Airport#,,
TDW,KTDW,Tradewind Airport,Amarillo,, Texas, United States,http://en.wikipedia.org/wiki/Tradewind_Airport#,,
JGQ,,Transco Tower Garage Heliport (FAA: TS31),Houston,, Texas, United States,http://en.wikipedia.org/w/index.php?title=Transco_Tower_Garage_Heliport&action=edit&redlink=1#,,
SUU,KSUU,Travis Air Force Base,Fairfield,, California, United States,http://en.wikipedia.org/wiki/Travis_Air_Force_Base#,38.2633,-121.925
PGL,KPQL,Trent Lott International Airport (FAA: PQL),Pascagoula,, Mississippi, United States,http://en.wikipedia.org/wiki/Trent_Lott_International_Airport#,,
TRX,KTRX,Trenton Municipal Airport,Trenton,, Missouri, United States,http://en.wikipedia.org/wiki/Trenton_Municipal_Airport_%28Missouri%29#,,
TTN,KTTN,Trenton-Mercer Airport,Trenton,, New Jersey, United States,http://en.wikipedia.org/wiki/Trenton-Mercer_Airport#,40.2767,-74.8136
LFN,KLHZ,Triangle North Executive Airport (Franklin County Airport) (FAA: LHZ),Louisburg,, North Carolina, United States,http://en.wikipedia.org/wiki/Triangle_North_Executive_Airport#,,
PSC,KPSC,Tri-Cities Airport,Pasco,, Washington, United States,http://en.wikipedia.org/wiki/Tri-Cities_Airport_%28Washington%29#,46.2646,-119.119
TRI,KTRI,Tri-Cities Regional Airport,Blountville,, Tennessee (Tri-Cities area), United States,http://en.wikipedia.org/wiki/Tri-Cities_Regional_Airport#,36.4751,-82.4073
PPF,KPPF,Tri-City Airport,Parsons,, Kansas, United States,http://en.wikipedia.org/wiki/Tri-City_Airport_%28Kansas%29#,,
LNR,KLNR,Tri-County Regional Airport,Lone Rock,, Wisconsin, United States,http://en.wikipedia.org/wiki/Tri-County_Regional_Airport#,,
HTS,KHTS,Tri-State Airport (Milton J. Ferguson Field),Huntington,, West Virginia, United States,http://en.wikipedia.org/wiki/Tri-State_Airport#,38.3667,-82.558
ANQ,KANQ,Tri-State Steuben County Airport,Angola,, Indiana, United States,http://en.wikipedia.org/wiki/Tri-State_Steuben_County_Airport#,,
TRH,,Trona Airport (FAA: L72),Trona,, California, United States,http://en.wikipedia.org/wiki/Trona_Airport#,65.7667,87.8833
TOI,KTOI,Troy Municipal Airport,Troy,, Alabama, United States,http://en.wikipedia.org/wiki/Troy_Municipal_Airport#,,
TKF,KTRK,Truckee-Tahoe Airport (FAA: TRK),Truckee,, California, United States,http://en.wikipedia.org/wiki/Truckee-Tahoe_Airport#,39.32,-120.1396
TCS,KTCS,Truth or Consequences Municipal Airport,Truth or Consequences,, New Mexico, United States,http://en.wikipedia.org/wiki/Truth_or_Consequences_Municipal_Airport#,33.2369,-107.2718
CNW,KCNW,TSTC Waco Airport,Waco,, Texas, United States,http://en.wikipedia.org/wiki/TSTC_Waco_Airport#,31.6378,-97.074
TUS,KTUS,Tucson International Airport,Tucson,, Arizona, United States,http://en.wikipedia.org/wiki/Tucson_International_Airport#,32.1161,-110.941
TCC,KTCC,Tucumcari Municipal Airport,Tucumcari,, New Mexico, United States,http://en.wikipedia.org/wiki/Tucumcari_Municipal_Airport#,35.1828,-103.6032
THA,KTHA,Tullahoma Regional Airport (William Northern Field),Tullahoma,, Tennessee, United States,http://en.wikipedia.org/wiki/Tullahoma_Regional_Airport#,,
TUL,KTUL,Tulsa International Airport,Tulsa,, Oklahoma, United States,http://en.wikipedia.org/wiki/Tulsa_International_Airport#,36.1984,-95.8881
TLT,,Tuluksak Airport,Tuluksak,, Alaska, United States,http://en.wikipedia.org/wiki/Tuluksak_Airport#,61.0968,-160.9695
